assists,element_type,clean_sheets,creativity,goals_conceded,goals_scored,minutes,influence,points_per_game,saves,bonus,yellow_cards,total_points,total_points_next
0,2,1,1,1,0,148,32,2,0,0,0,9,31
8,4,9,563,29,17,2645,887,5,0,31,3,177,174
1,4,6,222,13,10,1303,449,3,0,17,0,103,106
0,1,13,0,36,0,3420,695,3,95,8,2,143,91
0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,6,420,9,1,1202,295,3,0,2,1,51,92
9,3,14,439,27,17,2625,855,6,0,14,1,200,75
0,3,1,278,14,1,923,109,1,0,0,3,32,106
2,3,4,293,8,0,747,109,2,0,2,1,38,32
6,3,7,428,29,3,2281,415,2,0,2,4,95,43
0,3,6,542,26,0,2157,430,1,0,0,8,50,69
2,3,10,250,13,0,1578,357,2,0,2,2,55,36
2,3,3,238,20,3,1765,415,2,0,6,2,74,91
1,2,5,191,11,1,1003,200,3,0,3,6,51,5
8,3,9,479,6,8,1187,551,8,0,18,2,117,244
1,2,8,482,19,2,1312,285,4,0,7,4,74,52
3,2,8,74,42,2,2617,741,3,0,13,8,102,53
1,2,8,100,21,0,1597,232,3,0,4,5,65,28
0,1,11,0,58,0,3420,1019,3,139,7,0,143,48
0,1,0,0,0,0,0,0,0,0,0,0,0,80
2,3,12,450,48,4,3020,481,3,0,5,5,109,97
2,3,8,597,34,6,2118,559,4,0,15,3,105,74
2,3,2,217,26,1,1370,235,1,0,0,2,44,41
4,3,8,227,36,1,2220,368,2,0,3,4,73,40
2,4,9,433,46,2,2678,330,2,0,3,7,78,74
5,3,8,423,22,3,1860,434,3,0,7,0,92,85
4,4,2,162,10,0,617,136,1,0,0,1,34,30
0,3,1,51,11,2,572,102,3,0,2,1,27,10
2,4,4,86,15,4,842,217,2,0,10,2,58,31
0,2,3,57,62,0,2644,602,1,0,0,3,38,100
0,2,3,262,56,1,2301,439,1,0,3,4,48,44
4,4,3,163,15,6,1223,303,2,0,11,1,84,13
4,2,13,554,39,2,3345,641,3,0,8,7,142,56
1,2,12,262,28,0,2915,576,3,0,6,4,111,3
4,2,13,485,39,2,3420,559,3,0,7,7,142,63
1,2,13,25,33,2,3187,641,3,0,9,3,133,57
4,2,10,382,29,5,2452,502,4,0,15,5,144,48
2,4,4,186,10,3,1037,175,2,0,9,1,57,39
2,3,8,648,30,5,2515,527,3,0,13,8,101,70
3,3,13,808,36,1,3089,608,2,0,6,8,98,54
2,4,7,268,18,2,1810,303,2,0,6,2,65,100
1,2,13,212,37,0,3242,707,3,0,6,4,123,51
0,2,0,4,6,0,240,75,1,0,0,0,6,5
1,1,13,10,33,0,3240,718,4,97,16,2,160,44
0,3,2,108,4,0,590,78,1,0,0,0,19,51
1,4,9,186,25,6,2105,424,2,0,6,4,86,44
0,2,1,30,11,0,504,106,2,0,2,0,14,32
1,3,4,66,11,1,943,152,2,0,3,0,40,31
0,2,4,81,26,1,1496,363,2,0,6,3,51,86
1,2,7,538,52,1,2742,436,2,0,0,3,75,78
1,2,7,45,57,1,3057,729,2,0,5,4,84,94
3,2,7,101,39,1,2451,566,3,0,8,4,85,41
2,4,6,458,44,22,2800,1010,5,0,40,3,198,131
2,4,3,130,12,3,655,170,2,0,2,1,45,4
0,1,7,10,35,0,2520,652,3,79,8,0,104,94
4,3,7,539,51,4,2763,517,3,0,8,2,107,67
4,3,9,989,60,5,3420,864,3,0,8,9,117,156
4,3,7,274,25,5,1706,418,3,0,10,4,98,115
3,3,7,469,51,0,2750,493,2,0,1,5,75,107
0,3,5,272,38,0,1855,333,1,0,1,5,51,52
1,2,2,108,12,0,944,168,2,0,2,1,32,93
4,4,4,184,17,4,1095,226,2,0,8,0,78,137
0,4,0,0,0,0,0,0,0,0,0,0,0,13
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,-1
0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,2,4,172,19,0,1430,279,2,0,2,6,41,0
0,2,4,172,19,0,1430,279,2,0,2,6,41,52
2,2,7,196,39,2,2957,773,2,0,6,7,97,88
2,2,4,31,37,0,2431,550,2,0,4,6,64,43
7,2,9,508,33,1,2699,655,3,0,15,2,124,80
2,4,6,391,36,18,2588,843,5,0,26,4,158,242
0,1,6,0,21,0,1808,564,4,80,13,0,98,149
13,3,7,606,32,11,2478,800,5,0,18,0,169,228
6,3,4,328,25,8,1845,531,4,0,12,2,117,30
5,3,6,477,29,4,2235,494,2,0,3,3,100,80
5,3,5,284,12,2,1203,226,2,0,2,3,65,28
0,3,6,323,31,0,2223,361,1,0,0,9,52,19
1,3,7,275,31,2,2451,346,2,0,0,8,69,44
2,3,3,100,23,0,1340,297,1,0,0,5,36,77
3,3,6,459,18,0,1482,303,1,0,3,6,54,35
1,3,2,187,9,3,699,174,3,0,5,2,43,55
4,3,10,539,61,4,3156,529,3,0,9,9,113,80
0,2,4,67,49,2,2359,550,2,0,2,6,61,75
1,4,1,51,15,2,813,128,2,0,3,0,39,89
0,2,7,37,44,2,2786,579,2,0,0,4,81,100
1,2,2,128,18,0,930,240,1,0,3,4,26,42
3,2,7,333,39,0,2235,491,2,0,7,7,74,28
1,2,4,64,54,3,2765,610,2,0,3,8,76,42
0,2,3,18,24,1,1176,268,2,0,3,2,40,39
0,2,0,25,3,0,270,48,2,0,0,0,6,25
0,1,5,0,34,0,2117,531,3,72,5,1,83,133
4,3,3,377,30,10,1767,552,4,0,8,3,111,118
3,3,2,464,30,0,1370,219,2,0,3,1,50,28
1,3,3,265,17,5,981,284,3,0,10,2,70,17
5,3,7,350,62,1,3420,715,2,0,8,6,105,86
4,3,7,602,44,4,2675,542,3,0,8,5,105,27
6,3,6,359,35,2,2167,350,2,0,4,3,93,125
0,1,2,0,6,0,435,112,4,15,2,1,20,0
0,1,0,0,5,0,180,49,1,6,0,0,3,10
0,3,1,73,18,3,1039,254,3,0,3,0,41,147
4,3,1,235,13,1,916,221,3,0,3,0,44,141
0,3,0,0,0,0,0,0,0,0,0,0,0,0
8,2,12,340,31,4,2836,576,4,0,15,1,167,47
0,2,13,68,40,0,3420,556,3,0,7,5,118,106
1,2,12,85,15,0,1980,477,4,0,10,1,97,68
2,2,10,160,34,2,2703,621,3,0,8,10,103,99
0,2,0,1,2,0,184,35,1,0,0,0,5,58
7,4,15,668,36,17,3241,911,5,0,33,3,194,43
3,4,10,453,28,7,2278,457,3,0,12,4,105,86
0,1,13,0,40,0,3420,741,4,90,8,0,153,132
0,1,0,0,0,0,0,0,0,0,0,0,0,4
2,3,13,445,35,2,3053,538,2,0,7,9,97,104
7,3,11,1200,36,1,3105,712,3,0,12,7,113,73
1,3,0,44,2,0,125,6,1,0,0,0,11,22
9,3,7,786,33,4,2599,727,3,0,14,1,130,94
0,3,11,160,34,4,2790,529,2,0,9,5,100,77
0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,9
0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,114,11,0,744,110,2,0,3,1,28,48
3,4,7,307,21,13,1916,602,4,0,21,3,129,90
0,1,11,0,37,0,3131,702,3,86,11,0,131,10
2,3,10,327,27,1,2519,456,2,0,1,7,70,60
3,2,2,169,10,0,751,171,3,0,3,0,36,42
1,2,11,76,26,0,2557,602,3,0,10,2,105,29
3,3,4,235,21,10,1606,476,3,0,11,1,114,45
1,4,1,97,6,2,411,116,2,0,5,0,36,55
5,3,9,385,10,2,1438,273,3,0,3,0,74,125
5,3,8,650,31,5,2554,493,3,0,8,1,114,179
1,3,4,133,3,2,582,142,2,0,0,0,36,110
0,2,6,51,24,2,1996,464,3,0,7,2,78,146
0,3,5,99,20,1,1538,200,2,0,3,3,50,27
2,3,3,322,12,1,861,169,2,0,3,0,40,131
0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,15,20,46,0,3420,1067,4,142,27,1,186,129
0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,3,12,1029,28,6,2183,707,5,0,13,6,135,86
7,3,14,600,46,3,3330,579,3,0,2,12,114,110
2,2,14,97,42,2,3194,798,3,0,8,4,128,118
4,2,16,607,44,0,3404,690,3,0,9,7,138,101
1,3,4,32,6,0,747,110,2,0,1,3,27,22
0,3,5,426,22,10,1604,500,4,0,13,2,111,22
2,3,12,304,41,0,2781,403,2,0,0,8,72,89
2,3,8,579,24,3,1566,274,2,0,4,0,76,14
2,2,11,352,35,0,2373,520,3,0,8,6,89,147
9,4,14,610,46,14,3328,815,4,0,18,2,168,131
7,3,11,530,31,7,2315,528,3,0,7,1,135,13
0,3,2,91,10,0,611,72,1,0,0,0,28,109
0,3,1,28,4,0,288,25,1,0,0,3,10,13
0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,1,0,0,18,1,1,0,0,0,2,16
1,3,5,355,18,1,1584,255,1,0,2,0,58,44
8,3,10,1087,28,3,2479,620,3,0,11,3,116,88
0,2,6,183,28,1,2057,389,2,0,1,5,64,92
0,2,11,136,40,5,2932,720,3,0,17,5,130,92
2,3,7,414,25,2,1670,368,3,0,6,0,69,61
0,2,9,96,35,1,2594,505,2,0,0,4,85,59
1,2,9,366,27,1,2280,484,3,0,10,3,96,95
2,4,10,443,34,8,2508,442,3,0,12,1,105,98
6,3,12,725,30,5,2602,543,3,0,15,2,132,141
0,2,12,152,44,0,3192,488,2,0,5,3,104,107
0,3,11,295,42,1,3112,523,2,0,2,8,77,66
3,2,2,162,15,1,887,147,3,0,2,2,35,74
0,3,5,154,17,1,892,132,2,0,3,2,35,13
1,3,5,210,14,1,1108,170,2,0,3,1,48,93
0,1,0,0,0,0,0,0,0,0,0,0,0,2
4,4,6,269,18,6,1541,319,3,0,15,0,89,89
0,1,10,10,27,0,2430,542,3,66,8,2,101,126
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,27
0,3,0,8,4,0,257,31,1,0,0,1,8,4
0,2,11,148,50,1,3240,773,3,0,9,6,109,83
0,2,0,12,8,0,273,39,0,0,0,2,2,0
0,3,4,126,24,0,1350,140,2,0,0,2,33,48
0,2,1,12,13,0,636,102,1,0,1,2,14,7
0,4,6,243,19,3,1324,153,2,0,7,4,52,32
0,1,11,20,37,0,2880,846,4,114,20,1,144,130
2,2,8,248,42,0,2425,494,2,0,5,1,83,78
1,3,10,309,42,0,2812,350,2,0,0,2,74,92
5,3,11,790,50,2,3068,591,3,0,8,1,113,84
0,1,0,10,4,0,180,15,1,2,0,0,3,0
0,4,0,0,0,0,3,0,1,0,0,0,2,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,3,0,90,4,1,0,0,0,1,2
2,2,13,413,20,1,2187,502,4,0,12,5,113,87
1,2,5,204,13,2,958,224,4,0,5,2,57,128
2,3,14,383,17,7,2006,588,4,0,15,2,114,106
0,2,11,83,10,1,1710,368,4,0,9,0,93,150
0,2,9,72,25,5,2027,577,4,0,6,3,108,66
0,1,2,0,8,0,585,113,3,16,5,1,26,19
2,3,10,347,24,0,2140,449,2,0,0,7,62,79
3,3,10,485,7,2,1164,274,3,0,8,3,70,79
3,3,7,378,21,4,1731,361,3,0,3,2,82,77
7,3,14,1336,32,6,2887,770,4,0,16,2,147,169
3,2,9,697,29,1,2367,527,3,0,15,3,112,141
6,3,8,307,15,4,1512,325,3,0,3,2,91,112
0,1,16,0,25,0,2745,470,4,57,8,2,140,130
0,1,0,0,0,0,0,0,0,0,0,0,0,4
0,1,8,0,64,0,3330,819,3,107,15,2,124,119
2,4,5,236,34,10,1808,512,3,0,14,1,106,58
0,3,8,103,56,1,3121,574,2,0,2,4,82,77
1,2,7,118,43,0,2255,366,2,0,6,5,66,73
0,2,0,0,0,0,1,2,1,0,0,0,1,0
1,3,7,329,47,1,2357,410,2,0,3,8,63,19
4,4,6,238,42,1,2086,278,2,0,2,4,70,77
4,3,6,428,52,11,2612,572,4,0,11,6,136,150
3,3,5,242,26,2,1415,336,2,0,3,3,65,86
0,3,4,160,39,2,1810,274,1,0,4,4,64,4
2,2,4,76,32,1,1710,387,3,0,5,1,58,109
1,2,2,84,22,0,1145,150,2,0,0,2,28,59
0,1,0,0,2,0,90,16,2,3,0,0,2,30
0,4,0,16,4,1,215,46,2,0,2,0,15,61
0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,4
3,2,8,268,19,0,1607,322,3,0,4,0,81,79
9,2,9,704,42,0,2681,592,4,0,18,2,120,83
1,2,11,87,43,3,2989,814,3,0,13,4,127,102
0,1,10,10,39,0,2742,698,3,89,8,1,114,116
1,3,5,244,22,0,1559,189,1,0,0,3,48,18
3,3,5,263,21,1,1530,262,2,0,1,0,65,78
1,3,5,112,23,0,1417,205,1,0,1,3,47,12
6,4,11,308,39,16,2871,745,5,0,21,3,165,64
0,2,9,126,32,1,2286,432,2,0,4,9,80,62
6,4,11,359,38,7,2862,576,3,0,18,4,123,125
0,3,7,233,30,0,2050,366,2,0,0,6,47,58
3,3,9,319,36,2,2443,433,2,0,2,6,80,90
2,2,11,84,35,0,2683,610,3,0,7,4,100,45
0,1,2,0,9,0,630,166,3,21,3,1,25,1
0,3,0,0,0,0,0,0,0,0,0,0,0,3
0,4,0,5,2,0,138,13,1,0,0,0,11,87
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,1
0,3,11,274,22,1,1962,201,2,0,0,3,66,52
0,1,9,0,48,0,3240,876,3,116,9,2,124,2
4,3,10,884,33,4,2746,514,3,0,8,5,107,76
1,2,9,109,36,1,2729,582,3,0,7,6,93,124
0,1,11,0,50,0,3420,769,3,88,6,0,128,131
2,2,10,129,31,2,2473,532,3,0,12,7,109,39
7,3,4,544,22,1,1735,412,2,0,3,2,78,40
0,1,0,0,0,0,0,0,0,0,0,0,0,3
14,4,8,356,44,15,2838,819,5,0,23,1,187,133
1,2,2,162,19,0,954,183,1,0,0,3,27,35
0,2,0,10,12,1,718,155,1,0,2,3,19,55
1,3,5,323,21,2,1322,255,2,0,2,2,58,35
7,3,10,770,28,8,2093,588,4,0,12,4,133,181
2,4,5,413,23,12,1452,540,4,0,18,1,110,80
0,3,2,13,2,0,311,34,1,0,0,1,14,8
5,3,7,359,25,9,1944,556,5,0,13,0,126,137
0,2,5,114,30,1,1816,403,2,0,3,2,59,66
0,2,1,111,18,1,968,169,1,0,0,2,26,50
4,2,6,350,37,2,2345,486,3,0,7,1,94,75
1,3,4,118,25,0,1452,153,1,0,0,5,41,24
1,2,7,107,30,0,2260,502,2,0,5,7,71,17
0,2,6,17,41,1,2186,620,2,0,2,4,59,60
5,3,8,661,44,4,2386,464,2,0,3,6,99,61
10,3,11,821,45,8,2846,759,4,0,15,2,160,117
2,3,9,539,34,1,2428,535,2,0,2,10,67,39
0,3,1,45,11,0,454,52,1,0,0,0,17,19
0,2,7,66,32,1,2072,513,2,0,2,3,71,35
0,1,11,10,52,0,3150,1026,4,140,20,0,154,106
0,2,4,52,21,0,1130,230,2,0,2,1,38,23
4,4,3,409,21,7,1279,398,3,0,16,3,89,85
0,2,4,51,12,1,1203,293,3,0,3,1,50,77
10,3,9,889,34,6,2358,719,4,0,11,3,133,145
0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,4
0,4,0,0,0,0,0,0,0,0,0,0,0,43
0,4,0,0,0,0,0,0,0,0,0,0,0,15
2,3,4,242,10,0,1056,200,1,0,2,3,44,38
0,2,0,0,0,0,6,0,1,0,0,0,2,42
2,3,4,262,23,1,1704,358,2,0,2,0,56,110
0,1,1,0,9,0,270,59,3,10,2,0,11,0
2,2,3,42,5,1,690,179,4,0,5,2,42,170
1,3,0,32,6,1,243,70,1,0,0,0,21,42
8,4,10,643,39,9,2837,729,3,0,15,2,141,62
11,3,12,809,28,11,2808,808,5,0,14,3,176,183
0,1,10,0,32,1,2970,776,4,84,13,1,140,176
8,2,12,1129,42,1,3384,754,4,0,19,2,161,186
0,4,1,33,0,0,180,17,1,0,0,0,10,22
8,2,10,1238,40,2,3029,789,4,0,26,2,160,208
0,3,2,100,8,0,517,70,1,0,0,1,15,65
2,3,5,233,14,1,1169,224,2,0,0,2,50,40
0,3,4,188,15,9,1106,387,4,0,9,2,86,175
0,3,8,460,18,1,1851,378,2,0,1,4,55,69
0,1,1,0,1,0,180,57,5,6,0,0,10,8
0,2,0,0,0,0,0,0,0,0,0,0,0,105
2,2,7,220,10,0,1182,248,3,0,8,6,65,45
4,3,12,688,16,13,2025,754,5,0,22,1,157,124
12,3,12,1170,17,6,1995,760,5,0,19,1,141,196
8,3,11,693,22,9,1945,606,5,0,15,0,145,135
9,3,14,584,23,10,2534,663,5,0,10,4,154,163
4,2,14,673,21,2,2298,569,4,0,18,5,138,201
1,1,19,10,28,0,3240,586,4,66,3,3,160,155
0,2,3,46,13,1,797,156,2,0,1,4,29,54
0,2,7,78,10,0,1343,233,3,0,4,1,58,160
7,3,11,476,18,2,2063,399,3,0,9,5,94,155
5,4,11,467,17,9,2056,501,4,0,16,2,115,120
0,2,8,295,14,0,1473,272,3,0,5,0,69,59
8,3,6,545,16,9,1607,580,4,0,17,0,135,137
2,3,13,546,27,2,2747,640,2,0,5,6,91,127
0,1,0,0,1,0,90,9,2,1,0,0,2,7
0,4,0,0,4,0,39,0,1,0,0,0,1,1
0,3,0,0,0,0,0,0,0,0,0,0,0,9
0,1,0,0,3,0,90,37,7,2,1,0,7,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,132,6,1,507,108,3,0,3,0,32,10
0,1,9,0,32,0,2295,464,3,59,4,0,91,132
1,3,4,149,18,0,1101,218,1,0,0,2,36,52
2,2,13,133,36,2,3047,701,3,0,8,11,124,69
0,3,12,395,25,1,2389,482,2,0,1,5,69,93
14,3,13,1414,36,18,3101,1292,6,0,36,6,244,151
0,1,4,0,12,0,1125,275,3,40,1,3,44,0
11,3,12,682,39,11,2917,793,4,0,9,4,174,63
1,2,10,102,30,1,2585,503,3,0,3,0,102,66
2,3,9,270,25,4,2124,523,2,0,4,3,91,68
5,2,13,498,36,2,3060,785,4,0,11,3,144,41
0,2,0,19,3,0,187,26,1,0,0,0,5,36
2,3,0,58,12,1,511,117,1,0,0,1,32,31
2,2,1,200,11,0,689,168,2,0,3,0,25,67
4,4,4,203,18,10,1364,443,3,0,14,4,99,34
0,3,0,1,0,0,9,0,1,0,0,0,2,1
0,3,0,19,2,1,155,51,5,0,2,0,11,59
0,3,0,0,0,0,8,1,1,0,0,0,1,1
5,3,3,411,22,0,1347,225,2,0,5,2,52,20
0,2,5,91,38,0,2080,522,2,0,6,4,53,11
0,1,4,0,43,0,2250,682,3,88,6,3,80,20
0,1,3,0,19,0,1170,346,3,45,6,0,48,96
0,2,2,38,32,2,1625,345,2,0,3,4,44,47
1,4,0,89,9,1,501,79,1,0,3,0,31,7
0,2,3,68,20,1,1254,274,2,0,2,2,40,7
1,2,5,87,27,1,1286,240,2,0,0,4,45,58
5,3,7,394,26,3,1554,376,3,0,5,0,85,116
2,3,5,447,48,4,2426,452,2,0,8,3,97,59
2,4,3,250,36,4,1979,357,2,0,5,3,74,83
1,3,2,182,26,0,1405,179,1,0,1,2,41,48
0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,280,33,2,1617,363,2,0,7,3,69,62
6,4,5,230,37,12,2081,557,5,0,22,2,134,75
0,1,5,20,63,0,3420,1023,3,146,12,1,123,135
4,3,5,248,28,3,1629,269,3,0,2,0,76,12
0,3,2,92,18,3,999,168,2,0,2,1,48,28
0,1,7,0,57,0,2700,741,3,93,8,2,94,55
1,3,6,229,25,1,1762,349,2,0,4,6,52,88
3,3,1,400,39,2,1727,297,2,0,3,1,67,79
4,4,6,300,40,12,2172,634,4,0,21,1,131,106
0,2,4,85,39,0,1537,351,2,0,6,2,41,12
7,3,8,496,56,4,2764,541,3,0,4,3,115,57
1,2,6,102,47,3,2574,671,2,0,4,3,86,11
7,3,9,971,68,8,3420,940,4,0,17,5,156,159
3,2,9,262,41,0,2646,497,3,0,7,4,93,82
1,2,9,75,62,1,3100,692,2,0,11,5,94,94
7,4,7,488,51,9,2662,581,3,0,16,1,137,103
2,3,3,97,27,1,1229,178,1,0,0,5,46,13
0,2,0,29,19,0,841,188,1,0,0,1,14,58
2,3,2,86,11,1,735,94,2,0,2,2,36,29
0,3,3,143,22,0,1010,120,1,0,0,3,31,44
0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,12,0,45,0,3420,868,3,114,13,0,149,158
0,3,5,94,22,0,1576,182,1,0,2,3,44,85
14,4,12,659,39,23,3083,1318,6,0,40,1,242,192
11,3,13,1049,36,17,3119,1052,6,0,26,0,228,258
0,2,8,82,34,0,2520,577,2,0,2,3,77,132
5,3,4,258,18,3,1397,322,2,0,5,1,80,87
2,3,3,132,9,0,613,103,2,0,0,0,30,35
2,2,4,136,16,0,1340,232,2,0,1,1,52,105
4,3,12,308,45,2,3420,728,2,0,6,9,107,109
0,3,1,77,16,0,856,128,1,0,0,5,19,33
0,2,4,20,22,0,1486,319,2,0,3,1,43,93
4,3,5,190,15,1,1202,161,2,0,2,3,55,55
0,2,2,3,12,0,732,166,2,0,3,0,27,3
0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,1,0,1,0,0,0,1,1
2,3,5,320,48,2,2530,437,2,0,3,11,71,140
0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,4
5,3,4,288,19,9,1423,487,6,0,15,3,106,29
0,3,0,88,15,0,701,80,1,0,0,1,27,19
0,1,1,0,3,0,270,46,3,6,0,0,10,0
0,1,10,0,44,0,3150,745,3,102,11,2,133,136
11,2,11,898,41,0,3170,669,4,0,21,3,153,115
1,3,1,80,7,0,362,50,1,0,0,3,17,25
5,4,6,349,25,10,1972,517,4,0,19,3,118,140
1,2,1,166,9,1,564,155,2,0,0,2,28,7
1,3,1,153,5,1,556,121,1,0,0,1,28,92
2,2,4,200,15,0,1006,187,3,0,4,2,42,29
6,3,9,493,33,8,2556,529,3,0,8,0,141,206
1,3,11,343,37,2,2880,561,2,0,2,2,86,95
2,3,11,271,47,10,3420,889,3,0,16,7,147,114
7,3,9,441,33,5,2571,491,3,0,10,3,125,117
0,2,1,63,10,1,516,98,1,0,0,1,25,48
9,2,9,670,43,0,3054,693,3,0,12,3,128,70
0,2,7,30,25,3,1925,433,3,0,3,3,75,90
0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,91,25,2,3,0,0,4,3
1,3,6,726,40,1,2526,478,2,0,4,3,73,96
1,2,6,46,29,1,1879,414,3,0,4,2,68,17
0,2,10,40,51,1,3303,692,2,0,7,5,106,138
1,4,4,96,10,4,824,177,4,0,7,0,43,101
2,3,11,261,33,1,2498,386,2,0,2,4,77,76
1,3,8,455,42,5,2670,697,2,0,10,8,104,95
3,4,0,166,29,4,1352,238,2,0,5,2,72,30
0,2,1,61,9,0,618,102,1,0,0,2,19,67
0,2,0,59,11,0,573,100,1,0,0,1,13,14
1,2,3,234,23,1,1400,243,2,0,6,1,54,87
0,3,0,0,0,0,0,0,0,0,0,0,0,7
0,2,0,0,0,0,0,0,0,0,0,0,0,0
